ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0090263	positive regulation of canonical Wnt signaling pathway	82	0.382308845458039	1.47772371168205	0.00834312841439923	0.0462610728826712	0.0336790635596156	3738	tags=37%, list=21%, signal=29%	ENSG00000124766/ENSG00000095739/ENSG00000141551/ENSG00000118518/ENSG00000152804/ENSG00000166333/ENSG00000107854/ENSG00000170242/ENSG00000105329/ENSG00000167657/ENSG00000138592/ENSG00000166949/ENSG00000115464/ENSG00000101126/ENSG00000151292/ENSG00000169884/ENSG00000101193/ENSG00000139697/ENSG00000169118/ENSG00000101849/ENSG00000182220/ENSG00000060237/ENSG00000205213/ENSG00000104517/ENSG00000073711/ENSG00000138032/ENSG00000100744/ENSG00000141956/ENSG00000123607/ENSG00000108821
BP	GO:0033344	cholesterol efflux	39	0.457583857755065	1.5157033494008	0.00835420300911968	0.0462860909845413	0.033697277279932	3110	tags=38%, list=17%, signal=32%	ENSG00000131408/ENSG00000166311/ENSG00000104133/ENSG00000107331/ENSG00000064687/ENSG00000149357/ENSG00000155158/ENSG00000107798/ENSG00000167972/ENSG00000186350/ENSG00000154265/ENSG00000123384/ENSG00000185920/ENSG00000117758/ENSG00000165029
CC	GO:0098992	neuronal dense core vesicle	13	0.675597962064311	1.67772417710767	0.0083759141022903	0.0463103435865767	0.03371493369978	1796	tags=46%, list=10%, signal=42%	ENSG00000114353/ENSG00000129990/ENSG00000164506/ENSG00000171951/ENSG00000137841/ENSG00000104093
BP	GO:0061005	cell differentiation involved in kidney development	36	0.501875692606513	1.6362067796066	0.00837827852211426	0.0463103435865767	0.03371493369978	3029	tags=31%, list=17%, signal=26%	ENSG00000115415/ENSG00000107485/ENSG00000081189/ENSG00000116337/ENSG00000183943/ENSG00000184937/ENSG00000187391/ENSG00000182197/ENSG00000168036/ENSG00000018408/ENSG00000185920
BP	GO:0031032	actomyosin structure organization	148	0.329044264556668	1.38874417706559	0.0083654802765312	0.0463103435865767	0.03371493369978	2917	tags=28%, list=16%, signal=23%	ENSG00000064666/ENSG00000159840/ENSG00000100345/ENSG00000186575/ENSG00000183072/ENSG00000133454/ENSG00000150093/ENSG00000108518/ENSG00000170989/ENSG00000155366/ENSG00000145675/ENSG00000140030/ENSG00000155657/ENSG00000186635/ENSG00000108946/ENSG00000197747/ENSG00000137460/ENSG00000196776/ENSG00000115109/ENSG00000067900/ENSG00000074054/ENSG00000071127/ENSG00000166949/ENSG00000180370/ENSG00000196535/ENSG00000157764/ENSG00000165699/ENSG00000015285/ENSG00000146904/ENSG00000106683/ENSG00000170776/ENSG00000104880/ENSG00000089159/ENSG00000170248/ENSG00000117707/ENSG00000165533/ENSG00000134318/ENSG00000095637/ENSG00000158106/ENSG00000184009/ENSG00000106799
BP	GO:0035456	response to interferon-beta	29	0.534958145084856	1.64844280740475	0.00839396006686577	0.0463604922956644	0.033751443046744	2017	tags=41%, list=11%, signal=37%	ENSG00000115415/ENSG00000159110/ENSG00000185201/ENSG00000125347/ENSG00000099804/ENSG00000184584/ENSG00000132530/ENSG00000263528/ENSG00000185885/ENSG00000198668/ENSG00000164849/ENSG00000142089
BP	GO:0034605	cellular response to heat	48	-0.5106231047574	-1.59793581413763	0.00840049754060103	0.0463604922956644	0.033751443046744	3053	tags=35%, list=17%, signal=30%	ENSG00000175054/ENSG00000183199/ENSG00000204209/ENSG00000096717/ENSG00000162889/ENSG00000108953/ENSG00000104529/ENSG00000072062/ENSG00000110172/ENSG00000105821/ENSG00000134001/ENSG00000184216/ENSG00000185122/ENSG00000132002/ENSG00000080824/ENSG00000102054/ENSG00000096384
MF	GO:0044389	ubiquitin-like protein ligase binding	292	-0.35007041267349	-1.36297164383664	0.00842916137607461	0.0464823105437484	0.0338401293712127	1932	tags=24%, list=11%, signal=21%	ENSG00000182446/ENSG00000006451/ENSG00000108953/ENSG00000101871/ENSG00000087095/ENSG00000198952/ENSG00000078140/ENSG00000116521/ENSG00000121067/ENSG00000120885/ENSG00000100219/ENSG00000113658/ENSG00000072062/ENSG00000164930/ENSG00000108465/ENSG00000171791/ENSG00000077721/ENSG00000134057/ENSG00000070950/ENSG00000087586/ENSG00000078043/ENSG00000117748/ENSG00000107262/ENSG00000113013/ENSG00000007372/ENSG00000125691/ENSG00000113194/ENSG00000185651/ENSG00000156735/ENSG00000173692/ENSG00000115392/ENSG00000185104/ENSG00000122406/ENSG00000166226/ENSG00000100387/ENSG00000179218/ENSG00000221983/ENSG00000170515/ENSG00000101255/ENSG00000100401/ENSG00000135341/ENSG00000145506/ENSG00000198833/ENSG00000197111/ENSG00000184900/ENSG00000183765/ENSG00000116161/ENSG00000159593/ENSG00000120438/ENSG00000034713/ENSG00000086061/ENSG00000112208/ENSG00000104341/ENSG00000005022/ENSG00000058056/ENSG00000139842/ENSG00000175063/ENSG00000196230/ENSG00000121966/ENSG00000077152/ENSG00000080824/ENSG00000012048/ENSG00000107566/ENSG00000109971/ENSG00000123416/ENSG00000136997/ENSG00000108349/ENSG00000096384/ENSG00000144381
CC	GO:0005767	secondary lysosome	17	0.623713962522979	1.67930343141123	0.00848526418073785	0.0467551314583938	0.0340387489092428	1970	tags=41%, list=11%, signal=37%	ENSG00000005893/ENSG00000225190/ENSG00000266412/ENSG00000137502/ENSG00000167996/ENSG00000161011/ENSG00000087086
BP	GO:0007548	sex differentiation	186	-0.383056753738771	-1.44459352294212	0.00852427548759435	0.0469334231178789	0.0341685491010191	1718	tags=19%, list=9%, signal=18%	ENSG00000119718/ENSG00000171105/ENSG00000128714/ENSG00000132475/ENSG00000113658/ENSG00000145545/ENSG00000171791/ENSG00000087510/ENSG00000205981/ENSG00000060138/ENSG00000136492/ENSG00000088992/ENSG00000124733/ENSG00000100206/ENSG00000066279/ENSG00000111581/ENSG00000102384/ENSG00000171552/ENSG00000116133/ENSG00000132780/ENSG00000154734/ENSG00000125977/ENSG00000139618/ENSG00000221829/ENSG00000144580/ENSG00000099942/ENSG00000187741/ENSG00000148935/ENSG00000205336/ENSG00000116752/ENSG00000167325/ENSG00000151892/ENSG00000164104/ENSG00000142168/ENSG00000004478/ENSG00000167034
MF	GO:0030544	Hsp70 protein binding	41	-0.540671696034809	-1.63388316786537	0.00855393128563484	0.0470599667375839	0.0342606755984291	1102	tags=27%, list=6%, signal=25%	ENSG00000167508/ENSG00000105821/ENSG00000144401/ENSG00000011485/ENSG00000213024/ENSG00000086061/ENSG00000132002/ENSG00000103423/ENSG00000151835/ENSG00000072274/ENSG00000170312
