READ1	READ2	READ3	READ4
0	2	2	0
5	8	4	8
0	0	0	0
0	0	0	0
351	612	209	235
10	26	9	5
0	2	1	1
4	1	0	1
1	2	1	1
118	189	147	141
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
175	277	298	241
0	0	0	0
584	903	650	602
77	126	146	115
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
711	923	961	903
0	0	0	0
0	0	0	0
29	64	43	43
0	0	0	0
0	0	0	0
98	107	47	24
0	0	0	0
0	0	0	0
0	1	1	0
2	7	4	3
0	0	0	0
0	0	0	0
0	1	2	1
0	0	0	0
12	18	7	5
0	0	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	1	1
0	0	0	0
244	420	200	169
1	1	1	4
17	22	8	7
29	45	24	16
0	0	0	0
0	0	0	0
0	0	0	0
37	83	60	67
8	19	18	17
0	0	0	0
0	0	0	0
382	620	664	597
414	393	268	699
1	1	0	0
2203	3356	1935	1846
0	0	0	0
534	866	3018	2746
0	0	0	0
0	0	0	0
0	0	0	0
5	6	16	15
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
134	179	304	264
0	0	0	0
11	50	42	27
0	0	0	0
578	798	901	839
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	3
1	3	4	1
1	3	3	4
8	11	5	2
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	1
0	1	0	2
1	1	0	1
0	0	0	0
2	5	18	29
1282	1960	1587	1461
1	0	0	2
0	0	1	0
0	1	0	0
0	1	4	0
0	0	0	0
1	1	0	0
2	3	0	1
0	0	0	0
0	0	0	0
2	3	1	0
0	0	0	0
387	534	795	718
0	0	0	0
0	0	0	0
2	0	4	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
628	995	1190	1075
59	101	110	117
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	5	0
0	0	0	0
4	3	1	3
0	0	0	0
0	6	0	1
0	0	0	0
0	1	0	1
0	0	0	0
0	1	0	0
16	21	47	54
196	268	218	188
0	0	0	0
0	0	0	0
0	0	0	0
45	25	12	28
0	0	0	0
1	0	0	2
0	0	0	0
3	3	20	11
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
1	5	0	2
16	16	11	12
2	5	0	0
5	4	2	3
0	0	0	0
14	19	10	3
29	51	79	62
4	4	19	22
0	0	0	0
1483	2353	862	827
917	1452	833	722
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
17	14	25	18
0	0	0	0
68	107	70	48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	1	0	1
1	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	22	8	30
0	0	0	0
0	0	0	0
3	8	0	2
0	1	1	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	2	2	3
2	0	1	0
31	36	23	22
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	2
0	0	0	0
1	1	0	0
0	0	0	0
20	8	13	11
0	0	0	0
2	1	2	0
0	0	0	0
0	0	0	0
16	29	40	32
1	3	14	11
0	1	0	0
280	399	259	271
0	0	1	1
0	0	0	0
0	0	0	0
2	0	0	0
3	0	0	1
568	890	563	505
0	0	0	0
6	8	0	0
0	0	0	0
0	0	3	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	13	15	21
0	0	0	0
0	0	0	0
2	3	4	4
29	73	46	38
18	27	9	15
1	0	0	2
0	0	0	0
0	2	0	1
1	0	0	0
3	3	2	8
4	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	11	18	24
0	0	0	0
0	0	0	0
11	11	22	17
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
15	32	37	48
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
126	111	33	69
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	2
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	18	26	27
316	531	315	271
5	13	18	16
8920	13392	6583	5948
3	5	2	2
0	3	3	1
12	8	6	2
566	865	931	821
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
1	11	1	6
0	0	0	0
0	0	0	0
0	1	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
266	317	106	248
0	0	0	0
0	1	2	0
0	3	1	0
0	0	0	0
0	0	0	0
4	2	4	7
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
74	108	171	111
1	2	0	0
126	203	206	163
0	1	2	1
0	0	0	0
0	0	0	0
6	10	26	13
33	56	41	32
242	333	204	203
0	0	0	0
0	0	2	0
13	21	71	54
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	3	3
180	271	342	274
4	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
10	6	22	13
874	1303	965	922
1	1	0	0
39	64	132	119
1	0	0	0
1	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	18	17	8
0	0	0	0
0	1	2	1
0	0	0	0
0	0	0	0
0	0	0	0
3	4	7	5
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	1
0	1	2	0
0	0	3	3
0	3	2	6
0	0	0	0
0	0	0	0
32	24	56	79
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	7	0	4
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
808	1155	1264	1150
0	0	0	0
1	2	8	4
0	0	0	0
0	0	0	0
1	0	1	0
0	0	0	0
38	53	25	31
0	0	0	0
0	0	0	0
36	64	49	20
691	1083	502	475
0	0	0	0
40	70	20	13
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	4
0	0	0	0
0	1	0	1
176	342	320	271
0	0	0	0
59	98	29	60
0	0	0	0
683	1034	1013	927
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
2	2	13	20
0	0	0	0
0	0	0	0
0	0	0	0
999	1432	1281	1186
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
318	496	380	348
0	0	0	1
29	27	450	441
0	0	0	0
0	0	0	0
0	0	0	0
11	30	37	40
0	0	0	0
72	96	149	116
119	198	145	85
0	0	0	0
125	191	154	168
0	2	0	0
0	0	1	0
1	3	2	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	0	0
0	0	0	0
826	1179	1534	1425
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	4	3	3
0	0	0	0
0	0	0	0
0	0	0	0
4	9	3	2
0	0	0	0
0	1	1	1
0	0	0	0
2	1	3	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	1	2
0	0	0	0
1	2	0	0
1593	2497	1097	974
0	0	0	0
0	0	0	0
0	0	0	0
18	29	62	40
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	3	4
0	0	0	0
850	1318	1265	1175
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	10	6	6
4	5	3	1
0	0	0	0
1	2	0	0
1	4	3	3
7	15	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
68	95	108	101
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	9	4	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	0
50	73	103	94
0	0	0	0
0	0	0	0
0	0	0	0
37	41	45	54
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
942	1358	947	908
0	0	0	0
0	0	0	0
892	1527	1226	1177
0	0	0	0
0	0	0	0
0	0	0	0
2	1	1	0
0	0	0	0
0	0	0	0
1	4	9	5
0	0	0	0
0	0	0	0
0	1	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	3	0	4
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
1	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	1	0	0
2	2	0	3
320	568	444	381
0	0	1	0
2	2	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
100	176	85	60
1	1	2	0
3	7	0	2
0	0	0	0
0	0	0	0
0	0	0	0
2	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
13	25	18	6
0	0	0	1
0	0	0	0
225	335	482	394
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	0
124	166	101	80
94	104	209	182
0	0	0	0
5	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
67	105	79	54
0	0	0	0
0	0	0	0
0	5	9	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
7	2	3	2
0	0	0	0
0	0	0	0
0	0	0	0
1	4	3	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
604	957	662	690
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
9	10	19	11
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	4	3	2
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
1	1	2	0
0	0	0	0
651	1148	1075	988
0	0	0	0
0	0	0	0
1	2	17	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
728	1058	1000	940
0	0	0	0
0	0	0	0
0	0	0	0
136	165	225	218
10	23	15	12
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	2
0	0	0	0
0	0	3	1
6	6	3	4
0	0	0	0
141	248	107	115
1	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	5	4	4
9	9	9	6
2	0	0	1
13	15	37	23
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
34	73	18	16
0	0	0	0
0	0	0	0
1	2	0	0
0	3	3	3
120	155	180	144
89	104	41	30
1	2	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	7	0
542	844	550	461
0	0	0	0
0	0	0	0
36	55	13	9
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
8	18	10	4
1	0	1	0
0	0	0	0
6	5	14	17
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
37	56	64	47
2	4	4	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	3	8	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	14	9	5
0	0	0	0
33	45	109	78
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	5	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
51	75	37	24
47	64	23	5
9	13	14	3
20	31	11	16
0	1	1	1
0	0	0	0
4	0	0	0
16	27	21	22
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
109	156	123	111
0	0	0	0
0	0	0	0
2	5	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
21	37	14	20
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	5	2
0	0	0	0
3	3	8	6
0	0	0	0
31	46	22	42
0	0	0	0
0	0	0	0
1	2	2	3
0	3	1	0
0	0	0	0
0	4	1	0
1	1	1	1
3	9	4	1
0	0	5	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
71	147	384	348
9	9	3	12
28	39	17	13
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	0
0	1	0	0
0	1	0	0
1719	2586	2526	2408
570	1038	783	693
7	25	18	28
0	0	0	0
0	0	0	0
0	0	0	0
0	3	0	0
0	2	1	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13	9	8	24
0	0	0	0
0	0	0	0
2	3	3	1
1	0	2	0
594	882	1944	1865
0	0	0	0
0	0	2	1
0	0	3	0
0	3	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	2	1	5
0	0	0	0
0	0	0	0
0	6	0	1
0	0	0	0
0	0	0	0
0	0	0	0
131	126	302	238
0	0	0	0
0	0	0	0
56	36	17	43
0	0	0	0
0	0	0	0
0	0	1	2
0	2	5	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	5	2	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	9	24	30
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	13	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
26	23	20	26
0	2	0	4
0	0	0	0
0	0	0	0
0	0	0	0
369	645	430	445
13	9	38	37
0	0	0	0
0	0	0	0
0	0	0	0
0	2	4	3
16	20	14	20
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
68	79	194	210
20	25	77	68
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
20	42	32	54
0	0	0	0
0	0	3	0
0	0	0	0
0	0	0	0
0	1	0	0
1	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	0	3	6
0	0	0	0
0	0	0	0
0	0	1	3
0	0	0	0
0	0	0	0
0	0	0	0
1	3	1	2
0	0	0	0
0	4	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
199	217	218	233
0	0	2	0
7	10	15	3
0	0	0	0
2	7	0	0
11	6	2	6
0	0	0	0
0	0	0	0
0	0	0	0
6	4	16	8
1	2	3	5
0	0	0	0
0	0	0	0
0	0	0	0
2	5	2	0
1	1	0	0
0	0	0	0
1	0	0	0
0	0	0	0
1	2	1	3
0	0	0	0
1	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
66	105	198	191
0	0	0	0
0	0	0	0
39	53	127	96
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
4	4	4	14
4	2	2	2
0	0	0	0
12	7	14	13
32	46	27	25
0	0	0	0
0	0	0	0
2	3	2	4
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
2	0	0	2
65	139	110	103
3	7	7	10
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	5	0	0
24	38	45	52
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	2
0	0	0	0
0	0	0	0
0	0	0	0
12	18	13	9
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
4	6	1	3
0	0	1	0
0	0	0	0
3	2	0	1
12	21	13	14
5	7	7	6
0	0	0	0
0	1	1	0
0	0	0	0
0	1	0	0
0	0	0	0
2	11	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
1	6	5	4
0	0	0	0
2	1	0	0
0	0	0	0
19	25	21	30
0	0	0	0
2	4	10	6
10	17	49	39
0	0	1	1
0	0	0	0
3	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
28	57	44	46
0	0	2	0
0	0	0	0
3	2	2	1
1	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	3	2
0	0	0	0
5	9	3	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	0	0	5
0	0	0	0
0	0	0	0
0	0	0	0
3	2	0	4
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	3	3
0	2	1	2
8	2	13	9
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	1
2	2	5	17
0	0	0	0
1	2	0	6
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
48	85	87	97
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
44	38	37	63
25	35	30	31
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
14	19	17	22
0	0	0	0
3	5	1	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
39	64	62	67
0	0	0	1
2	1	0	1
0	2	2	3
2	1	1	1
1	0	2	0
4	3	3	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	9	1	6
41	74	48	41
4	6	2	1
0	0	0	0
0	0	0	0
1	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
16	18	11	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
7	10	10	25
0	0	0	0
0	0	0	0
21	42	128	94
0	0	0	0
0	0	0	0
0	0	0	0
16	10	10	7
0	0	0	0
1	0	3	1
0	0	0	0
37	30	39	48
0	0	1	0
0	1	0	1
0	0	1	2
0	0	5	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	0
0	0	0	0
0	0	0	6
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	21	18	14
0	0	0	0
0	2	2	2
0	0	1	0
2	0	0	0
0	0	0	0
2	0	1	2
0	0	0	0
0	2	8	6
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	0
10	17	18	10
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	1
10	16	32	32
0	0	0	0
1846	1624	489	1982
0	0	0	0
0	0	0	0
0	0	0	0
0	4	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	3	2
0	0	0	0
0	0	0	0
15	30	11	11
119	62	37	140
0	0	2	0
3	0	8	7
0	0	4	5
0	0	0	0
14	17	21	15
0	0	0	0
0	0	0	0
0	0	0	0
12	19	10	13
111	143	66	106
0	0	0	0
0	0	0	0
0	0	0	0
8	16	22	26
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
26	18	6	9
0	0	0	0
11	18	8	6
0	0	0	0
310	457	177	191
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	1
6	3	10	10
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	3	2	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	3	6
0	0	0	0
0	0	0	1
0	0	0	0
9	7	9	16
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	6	1
6	7	10	14
0	0	0	0
0	5	0	0
0	0	0	0
6	2	13	14
0	0	1	0
0	0	0	0
0	0	0	0
17	18	21	19
19	47	40	28
0	11	8	3
30	52	67	57
0	0	0	0
0	0	1	0
7	3	4	3
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
2	6	11	10
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	5	1	2
32	31	26	36
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
1	6	6	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
2	3	4	1
0	0	0	0
0	0	0	0
0	1	2	0
0	2	0	0
0	0	0	0
0	0	0	0
35	31	28	27
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	18	3	9
0	0	0	0
9	8	5	12
3	5	8	6
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	3	1	1
0	0	1	0
15	29	27	31
0	0	0	0
0	1	0	0
1	0	3	0
0	0	1	0
0	2	4	0
0	0	0	0
2	2	4	3
11	20	2	7
0	0	0	0
0	1	3	3
0	0	0	0
0	0	0	0
25	24	18	33
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	4	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
201	304	273	302
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	2
0	0	0	0
540	834	169	162
2	1	4	5
0	2	2	3
0	0	0	0
71	75	21	51
0	0	0	0
