READ1	READ2	READ3	READ4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4624	7039	2552	2302
0	0	0	0
19	29	31	17
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	13	1	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
142	190	37	45
0	1	0	0
28	56	8	10
0	0	0	1
0	0	0	0
6	10	19	14
1693	2659	2385	2280
7	4	5	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
20	35	34	31
0	0	0	0
0	0	0	0
42	59	279	249
2556	3579	2649	2338
0	0	0	0
0	2	0	0
0	0	0	0
0	3	1	0
0	0	0	0
6	18	16	18
0	0	0	0
0	0	0	0
2	4	8	14
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
2	6	23	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
19	26	13	13
1562	2368	2021	1918
0	0	1	0
1	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
725	1184	1482	1413
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	1
0	0	0	0
0	0	0	0
4	1	2	3
0	0	0	0
2	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
5	4	6	2
0	0	0	0
0	0	0	0
0	0	2	1
0	4	0	1
0	0	0	0
0	0	0	0
0	2	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
16	26	14	15
2	2	0	1
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	9	12	9
0	0	0	0
0	0	0	0
4	4	8	4
584	948	757	767
0	0	1	1
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	31	41	39
0	0	0	0
0	0	0	0
2	1	4	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	0
0	0	1	0
21	52	40	34
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	7	13	20
23	29	62	51
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	0
0	0	4	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
27	43	19	47
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	3
12	11	3	13
1415	2046	1772	1634
13	14	1	6
13	8	16	25
1	3	1	4
0	1	3	0
0	0	0	0
0	0	0	0
0	0	0	0
49	88	153	138
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	2	1	0
13	24	16	24
988	1495	899	912
0	1	0	0
0	0	0	0
8	5	6	3
0	0	0	0
720	1141	523	471
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	2
12	12	7	17
0	0	0	0
15	27	27	30
0	0	0	0
0	0	0	0
0	0	0	1
0	1	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	10	9
1	1	2	1
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
93	122	39	59
3	1	2	3
0	0	0	0
1	0	8	0
0	0	0	0
1	0	0	1
0	0	0	0
1	0	0	0
48	86	47	35
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
620	939	1128	1042
0	0	0	0
0	0	0	0
17	16	15	9
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	5	3
0	0	0	0
28	65	90	99
0	0	1	0
12	10	61	49
0	0	0	0
0	0	0	0
0	1	1	2
0	0	1	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	4	9	2
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
33	55	47	50
0	0	0	1
2	2	3	9
1	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	1
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	2	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	3	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	1
0	0	0	0
0	0	1	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	5	7	7
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	1	0
15	18	5	16
1	10	7	5
0	1	1	1
0	0	0	0
0	0	0	0
0	0	0	0
149	236	140	104
0	0	0	0
0	0	0	2
0	0	0	0
0	2	2	0
2	1	0	1
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
35	65	49	42
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	57	16	11
0	0	0	0
0	0	0	0
0	0	0	0
6	12	12	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	3	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	6	16	23
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	7	8	5
0	0	0	0
0	0	0	0
1	1	3	0
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	2	0	0
0	0	0	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
77	114	83	70
0	0	0	0
2	3	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	4	10	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
1	1	0	1
1	2	2	1
0	0	0	0
0	1	0	2
0	0	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
67	66	39	64
0	0	0	0
0	0	0	0
30	37	49	36
0	0	0	0
1	2	3	1
0	0	0	0
0	0	0	1
0	1	5	2
2	3	9	5
2	0	0	0
6	12	6	7
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
146	261	226	213
0	0	1	0
0	0	0	0
47	57	145	131
0	0	0	0
0	0	0	0
22	22	13	28
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	24	27	13
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
2	3	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	3
5	10	9	13
3	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
65	81	122	103
0	0	0	0
19	22	24	18
0	0	0	0
0	0	0	0
0	3	4	4
0	0	0	0
33	37	45	104
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
17	20	21	34
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	0	2
7	7	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
7	6	2	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	6
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	3	3
0	0	0	0
0	0	0	0
0	0	0	0
0	1	2	0
2	8	6	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	17	17	22
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
32	46	96	95
5	8	12	6
0	0	0	0
0	0	0	0
0	0	0	1
0	1	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	3	2	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
61	68	26	23
0	0	0	0
0	0	0	0
4	1	0	1
1	1	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
79	132	109	91
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	3	3	6
0	0	0	0
2	0	1	0
0	0	0	0
0	0	0	0
0	0	0	4
0	0	0	1
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
5	8	70	68
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	4	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
38	70	53	42
0	0	0	0
0	0	0	1
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
15	21	21	21
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	2	0	1
0	0	0	0
0	7	6	4
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	1
14	14	11	15
0	0	0	0
0	1	0	0
1	0	0	0
0	0	0	0
1	1	4	1
0	0	0	0
0	0	0	0
0	0	0	0
14	34	23	14
1	1	0	1
0	0	0	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
2	3	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
26	34	41	33
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	2	1	0
0	0	0	0
0	0	0	0
6	1	11	39
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	13	3	5
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	4	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	1
8	5	10	12
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	1	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
215	330	147	130
0	0	0	0
23	39	23	11
0	0	0	0
0	0	0	0
1	3	1	0
0	0	0	0
2	7	3	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	3
0	0	0	0
796	1193	871	1108
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	9	5	4
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
1	1	0	0
0	0	0	0
0	0	0	0
0	1	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
701	1093	450	443
0	0	0	0
0	0	0	0
0	0	0	0
19	28	25	19
0	0	0	0
0	0	0	0
36	62	23	31
0	0	0	0
6	3	9	8
9	11	8	4
0	0	0	0
0	1	0	0
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
21	29	48	35
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	4	1	1
0	0	0	0
1	2	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
79	118	61	49
0	0	0	0
0	0	0	0
0	0	0	0
2	5	2	5
0	0	0	0
1	3	3	7
0	0	0	0
6	8	5	4
0	0	0	0
0	0	0	0
2	2	2	2
0	0	0	0
0	0	0	0
1	10	4	3
0	0	0	0
9	12	10	7
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	16	25	28
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	0
3	3	3	4
0	0	0	0
4	7	18	15
23	17	64	56
0	1	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	5	4
0	0	0	0
1	1	1	2
0	0	0	0
0	1	0	0
0	0	0	0
0	1	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	1	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	0	1	0
0	0	0	0
48	91	148	157
17	26	25	28
0	0	0	0
0	0	0	0
0	0	0	0
44	63	59	48
0	0	0	0
0	0	0	2
0	0	0	0
2	2	1	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	1	0	6
0	0	0	0
0	0	0	0
5	9	21	22
0	0	0	0
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	0	8	7
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
54	88	65	41
0	0	0	0
0	0	0	0
0	0	0	0
1	0	3	5
6	21	7	3
0	0	0	0
0	0	0	0
0	0	0	0
14	42	22	23
4	8	4	6
0	0	1	0
67	126	106	83
0	0	0	0
0	0	0	0
118	173	116	94
0	0	1	0
0	0	0	0
1	0	0	0
8	9	4	6
0	0	0	0
0	0	0	0
8	5	4	10
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	0
69	96	74	52
0	0	0	0
5	13	8	11
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	3	1
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	2
0	0	0	0
0	0	0	0
1	1	1	0
0	1	0	0
0	0	0	0
1	0	0	2
120	182	32	27
0	0	0	0
0	0	0	0
0	2	8	6
7	5	11	8
1	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
2	1	0	3
0	0	0	0
2	1	2	4
1	1	3	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
30	69	59	43
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	1
0	0	0	0
19	24	12	6
0	0	0	0
58	71	71	52
0	0	0	0
0	0	0	0
0	0	0	0
7	22	13	20
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
18	25	39	35
7	24	18	16
0	0	0	1
0	0	0	0
1	1	0	0
106	129	61	63
1	2	2	1
0	0	0	0
5	3	7	4
0	0	0	0
0	0	0	0
0	0	0	0
109	141	18	34
1	0	0	0
0	0	0	0
0	0	0	0
0	0	5	6
0	0	0	0
1	0	2	6
94	167	168	175
0	0	0	0
1	0	0	0
6	10	2	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
6	3	8	11
0	0	0	0
0	0	0	0
0	0	0	0
0	2	2	0
4	8	5	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
3	6	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
1	0	3	2
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
7	21	24	14
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
2	4	1	4
228	344	4168	3726
0	0	0	0
0	0	0	0
3	9	21	30
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
12	16	24	12
0	0	0	0
0	2	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
1	0	1	0
0	0	0	0
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	4	2
0	0	0	0
0	0	0	1
0	0	0	0
15	23	16	18
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
4	4	6	5
1	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	1
0	0	0	0
65	92	46	40
0	0	0	0
0	1	0	0
0	0	0	0
0	0	0	2
0	0	0	0
0	0	0	0
0	0	0	0
298	305	198	346
0	0	0	0
0	0	0	0
69	99	67	82
27	18	24	29
0	0	0	0
2	1	1	0
0	0	0	0
2	5	3	1
0	0	0	0
6	7	10	11
0	1	3	3
0	0	0	0
301	429	548	488
0	0	0	0
5	1	1	0
2	2	4	1
0	0	0	0
4	6	3	8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	2	0
0	0	0	0
1	5	9	11
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	0
0	0	0	0
0	1	0	0
6	9	5	6
0	0	0	0
0	0	0	0
0	0	0	0
1	0	2	1
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
54	113	102	63
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	2	0	0
1	1	1	0
0	0	0	0
0	0	1	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	2	2	6
13	20	61	39
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	8	2	1
0	0	0	0
0	0	0	0
10	12	7	0
0	0	0	0
0	0	0	1
0	0	0	0
0	0	2	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
23	20	50	47
0	0	0	0
0	0	0	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
2	1	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	1
0	0	0	0
0	0	0	1
0	0	0	0
23	32	26	17
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
12	32	7	8
1	6	2	3
2	1	5	3
399	629	692	655
13	28	23	16
0	0	8	7
0	0	0	0
0	0	1	0
304	456	248	269
0	0	0	3
0	1	1	0
1	2	3	3
0	0	0	0
66	137	99	89
2	4	1	4
4	0	0	0
0	0	0	0
11	15	16	29
11	18	17	15
0	0	0	0
0	3	0	0
3	1	3	1
3	3	2	1
0	0	0	0
0	0	0	2
7	10	24	49
0	0	0	0
18	26	35	24
0	0	1	0
0	1	2	1
66	110	133	130
0	1	0	0
456	674	289	243
17	28	33	26
0	0	0	1
1	3	3	2
0	0	0	0
5	6	3	4
0	0	0	0
26	32	21	32
6	12	14	8
1	1	30	30
1	6	2	4
140	200	38	61
0	0	0	0
65	75	23	34
0	0	0	0
0	1	1	2
0	0	1	0
0	0	0	0
0	0	0	0
0	0	22	0
0	0	0	0
105	183	74	70
0	0	1	0
0	0	0	0
0	0	0	0
0	0	0	0
4	4	3	4
0	2	1	0
0	1	0	0
1	1	0	0
0	0	0	0
1	4	3	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
104	170	159	168
3	3	1	4
10	14	26	30
1	0	0	0
182	230	101	84
8	17	15	15
0	0	0	0
118	190	166	179
1	5	12	10
1	1	1	1
0	0	0	0
0	2	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	1	7
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13	17	8	17
0	0	0	0
0	0	1	0
7	5	5	8
0	2	1	0
0	0	0	0
17	15	6	18
0	0	1	1
3	10	4	1
38	45	38	37
0	0	0	0
138	191	130	152
0	0	2	0
5	5	8	4
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3	5	4	3
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
8	4	16	7
8	13	28	16
1	0	0	0
73	95	40	75
4	6	13	17
4	4	11	11
16	10	15	9
4	3	7	3
0	0	0	0
1	1	0	0
0	0	0	0
0	0	0	0
0	1	0	0
8	4	4	11
0	0	1	0
0	1	0	0
8	4	4	2
0	0	0	0
0	0	0	0
0	0	0	0
190	241	290	238
2324	3231	2657	2391
97	123	96	131
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
66	80	69	100
0	0	0	0
1	0	0	0
0	0	0	0
2	10	9	12
0	0	0	0
0	0	0	0
0	0	0	0
0	1	0	3
0	1	0	0
0	0	0	0
0	1	2	1
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
11	15	10	9
7	17	15	9
34	68	59	55
45	61	16	24
0	0	0	0
1	1	1	3
1	0	0	3
0	0	0	0
1	0	3	4
7	11	16	12
1	1	2	1
319	511	221	227
0	2	0	0
8	8	11	11
0	0	0	0
0	0	0	0
0	3	4	2
0	0	0	0
2	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
3247	4956	3169	2898
0	0	0	0
429	640	416	375
6	15	6	5
618	883	712	645
0	0	0	0
236	318	123	128
120	192	103	115
251	383	198	192
949	1304	1835	1670
87	128	245	210
0	0	0	0
159	206	239	216
29038	44114	32045	28688
561	844	516	514
425	654	283	223
0	0	0	0
960	1562	949	849
7	14	30	24
45	77	238	212
2	0	4	5
0	0	0	0
4492	6707	9947	9007
0	1	3	0
0	0	0	0
291	415	309	333
643	1029	1022	939
150	209	142	93
111	191	227	203
519	723	601	622
391	572	545	521
0	1	0	0
3949	6084	2809	2824
253	434	585	587
1143	1900	2884	2613
0	0	0	0
1180	1793	1810	1595
0	0	0	0
206	299	226	222
740	1098	1328	1182
175	227	355	359
3	3	3	5
45	35	12	39
0	0	0	0
0	0	0	0
4002	5894	2625	2484
803	1211	724	666
563	768	444	438
36	45	31	34
0	1	4	2
0	0	0	0
171	264	270	235
1665	2529	1878	1764
41	45	42	34
0	0	0	0
955	1442	933	871
2030	3062	1463	1247
24	49	121	93
92	142	207	199
115	188	137	135
1715	2563	2784	2579
1	5	8	8
1243	1905	1655	1437
139	211	254	225
1	3	0	1
690	1099	1357	1189
0	0	0	0
10	11	169	175
940	1370	1497	1489
0	0	0	0
0	0	0	0
4	4	6	9
401	545	795	769
241	408	170	148
361	583	783	730
4802	7418	4936	4381
2	0	2	0
0	0	1	0
1	0	0	0
602	933	862	758
20	24	21	30
1	0	0	0
1181	1693	1028	952
996	1579	2068	1880
33656	48521	35195	31885
554	844	494	450
2882	4541	4105	3747
2122	3045	1986	1782
533	1023	991	981
262	343	267	253
21	24	9	16
376	520	374	389
15	16	19	20
10	15	21	17
55	56	57	33
330	465	449	401
1258	1868	1091	969
208	348	190	171
161	218	111	106
344	559	442	369
